Q10083895,1,Category:History of Yokosuka
Q10084302,1,Category:All articles that may contain original research
Q10085378,1,Category:Culture of bridges
Q10086518,1,Category:Tachibana District
Q10086536,1,Category:Tachibana clan
Q10086599,1,Category:Clean-up categories from May 2013
Q10087930,1,Category:Waka poets
Q10088449,1,Category:Kayo
Q100886638,1,Category:Publications of Iwanami Shobo
Q10088977,1,Category:New Year in Japan
Q10089718,1,Category:Samurai Laws
Q10090089,1,Category:Takeda-Ōi Clan
Q10090658,1,Category:People from Musashi Province
Q10090667,1,Category:Shikinaisha in Musashi Province
Q10090890,1,Category:Official residences in Japan
Q10091567,1,Category:Mutō Clan
Q10091612,1,Category:Martial Artists
Q10092205,1,"Category:Takeo, Saga"
Q10094088,1,Category:Concepts of life and death
Q10095501,1,Category:Mainichi Shimbun
Q10095645,1,Category:Articles lacking sources from June 2020
Q10096653,1,Category:Hijiyama (Hiroshima City)
Q100989407,1,Category:Japanese companies established in 1922
Q10099018,1,Category:Folktales by Prefecture
Q10101290,1,Category:Suiten-gū Shrines
Q10101752,1,Category:Mitogaku
Q10102030,1,"Category:Buildings in Mito, Ibaraki"
Q10102146,1,Category:People of the Mito Domain
Q10102836,1,Category:Mercurian deities
Q10104348,1,Category:Naval Forces
Q10105074,1,"Category:Hikawa, Kumamoto"
Q10105118,1,Category:Hikawa shrines
Q101052196,1,Category:Articles lacking reliable references from November 2020
Q101052288,1,Category:Articles with unsourced statements from November 2020
Q10105638,1,"Category:Eiheiji, Fukui"
Q10106343,1,"Category:Kōnan, Aichi"
Q10107151,1,"Category:Geography of Edogawa, Tokyo"
Q10107298,1,Category:History of Edogawa Ward
Q10107450,1,Category:Schools and Research Institutions of the Edo Shogunate
Q10107472,1,Category:Administrative System of the Edo Shogunate
Q10107975,1,Category:Hatamoto Clans of the Edo Shogunate
Q10108163,1,Category:Incidents of the Edo Period
Q10108182,1,Category:Kyoto in the Edo period
Q10108338,1,Category:Buddhist clergy of Edo-period Japan
Q10108488,1,Category:Court nobles of the Edo period
Q10108662,1,Category:Historiography of the Edo period
Q10108671,1,Category:Merchants of the Edo period
Q10108818,1,Category:Regional geography of the Edo period
Q10108953,1,Category:Principal Consorts of Daimyō in the Edo Period
Q10108964,1,Category:Clans that Produced Daimyō in Edo Period
Q10109067,1,Category:Astronomers of the Edo period
Q10109086,1,Category:Scholars of the Edo period
Q10109149,1,Category:Edo period architecture
Q10109281,1,Category:Politics of Japan in the Edo period
Q10109354,1,Category:Education in Japan in the Edo period
Q10109496,1,Category:Culture of Japan in the Edo period
Q10109528,1,Category:Literature of the Edo period
Q10109663,1,Category:Literary works of the Edo period
Q10109708,1,Category:Waka poets of the Edo period
Q10109736,1,Category:Samurai of the Edo period
Q10109744,1,Category:Historians of the Edo Period
Q10109852,1,Category:Edo-period history books
Q10109897,1,Category:Popular movements of the Edo period
Q10110107,1,Category:Private academies in the Edo period
Q101101219,1,Category:Place infobox templates
Q10110193,1,Category:People by Edo Era Private Academy
Q10110266,1,Category:Tax system of the Edo period
Q10110359,1,Category:Tea masters of the Edo period
Q10110482,1,Category:Agronomists of the Edo Period
Q10110536,1,Category:Essays of the Edo period
Q10110547,1,Category:Aosamurai of the Edo period
Q10110984,1,"Category:History of Koto, Tokyo"
Q10111686,1,Category:Fencers by weapon
Q10112546,1,"Category:Ikeda, Fukui"
Q1011372,1,Gohei
Q10113898,1,Category:Faculty of Okinawa University
Q10113956,1,List of Historic Sites of Japan (Okinawa)
Q10114533,1,Category:Parks and gardens in Okinawa Prefecture
Q10114603,1,Category:Women's history
Q10115286,1,Category:Graves of Okinawa
Q10115363,1,Category:Universities and colleges in Okinawa Prefecture
Q10115956,1,Category:Municipal History of Okinawa Prefecture
Q10116173,1,Category:Former Unranked Shrines in Okinawa Prefecture
Q10116353,1,Category:Former Prefectural Shrines in Okinawa Prefecture
Q10116369,1,Category:Former Gō-sha in Okinawa Prefecture
Q10117079,1,Category:Private Schools in Okinawa Prefecture
Q10117747,1,Category:Important Cultural Property of Japan in Okinawa prefecture
Q10117976,1,Category:Okinawa Prefecture in fiction
Q10119073,1,Category:People of Kawachi Province
Q10119327,1,Category:Shikinaisha in Kawachi Province
Q10119384,1,"Category:Kawachi, Ibaraki"
Q10119452,1,Category:Kawachi District Ibaraki
Q10119524,1,Category:Kawachinagano
Q10119912,1,Category:Kahoku Shimpo
Q10120007,1,"Category:Kahoku, Yamagata"
Q10120118,1,"Category:Kanan, Osaka"
Q10120551,1,"Category:Kawai, Nara"
Q10120716,1,Category:Culture of Rivers
Q10121080,1,Category:Kappa (folklore)
Q10121435,1,Category:Kōno clan
Q10121529,1,Category:Public security systems
Q10121531,1,Category:Public Security Issues
Q10121904,1,Category:Buildings in Numazu
Q10121916,1,Category:History of Numazu
Q10122640,1,"Category:Izumi-ku, Sendai"
Q10122982,1,"Category:Tomari, Hokkaido"
Q101231684,1,Category:Reportedly haunted locations in Japan
Q10123258,1,Category:Legal compendia
Q10123420,1,Category:Ministry of Justice (State of Japan)
Q10123429,1,Category:History of the Ministry of Justice
Q10123455,1,Category:Legal Affairs Personnel
Q10124352,1,Category:Hossō school
Q10124529,1,Category:Temples of the Hokkeshū Honmon Ryū
Q10124735,1,Category:Nichiren temples
Q10124909,1,Category:Hōryū-ji
Q10125049,1,Category:Commentaries
Q10125497,1,Category:Acupuncture points
Q10126196,1,"Category:Tsuwano, Shimane"
Q10126436,1,Category:History of Tsuyama
Q10126584,1,"Category:Tsushima, Aichi"
Q10126654,1,Category:Tsushima Shrines
Q10127056,1,Category:Buildings in Tsu
Q10127151,1,Category:History of Tsu
Q10127266,1,"Category:Tsubata, Ishikawa"
Q10127376,1,Category:Municipalities of Niigata Prefecture
Q10127458,1,Category:Tsugaru Strait
Q10127829,1,Category:Vajrayana
Q10128293,1,Category:Municipal History of Nagareyama
Q10128739,1,Category:Jōdo-shū
Q10129029,1,Category:Jōdo Shinshū
Q10129044,1,Category:Jōdo Shin temples
Q10129245,1,Category:Jōruri (music)
Q10129687,1,Category:Temples in Chinese folk religion
Q10129860,1,Category:History of Asakusa
Q10129995,1,Category:Asama shrines
Q10131614,1,Category:Temples in Hamamatsu
Q10131691,1,Category:Buildings and structures in Hamamatsu
Q10131733,1,Category:History of Hamamatsu
Q10133410,1,Category:Uraga
Q10133722,1,"Category:Namie, Fukushima"
Q10134842,1,Category:Far-right politics by country
Q10135480,1,"Category:Ama, Shimane"
Q10135571,1,Category:Haenyeo
Q10136052,1,Category:Food and drink in religion
Q10136848,1,"Category:Ebina, Kanagawa"
Q10138389,1,Category:Tributaries of the Yodo River
Q10138590,1,Category:Toryo District
Q10138747,1,Category:People of Awaji Province
Q10138763,1,Category:Shikinaisha in Awaji Province
Q10138793,1,Category:History of Awaji Island
Q10139242,1,Category:Fukagawa
Q10139762,1,"Category:History of Fukaya, Saitama"
Q10139892,1,"Category:Soeda, Fukuoka"
Q10139974,1,Category:Kiyohara clan
Q10140037,1,Category:Seiwa Genji
Q10141972,1,"Category:Shibukawa, Gunma"
Q10142232,1,Category:Shibuya (district)
Q10142335,1,Category:Geography of Shibuya Ward
Q10142384,1,"Category:Education in Shibuya, Tokyo"
Q10143363,1,Category:Toraijin
Q10143436,1,Category:Ferries
Q10143620,1,Category:Watanabe Clan
Q10144122,1,Category:Onsen Shrines
Q10144143,1,Category:Onsen Towns
Q10144226,1,Category:Deaths in 663 BC
Q10144820,1,"Category:Temples in Minato, Tokyo"
Q10145005,1,"Category:Konan-ku, Yokohama"
Q10145691,1,"Category:Kosai, Shizuoka"
Q10146181,1,"Category:Yurihama, Tottori"
Q10146248,1,"Category:Yuzawa, Akita"
Q10146764,1,Category:Organizations of Manchukuo
Q10148241,1,Category:People in the history of the United States
Q10148295,1,Category:Shiga University
Q10148334,1,Category:Faculty of Shiga University
Q10148351,1,Category:Faculty of Shiga Bunkyo Junior College
Q10148401,1,Category:National historic sites in Shiga prefecture
Q10148464,1,Category:National places of scenic beauty in Shiga Prefecture
Q10149237,1,Category:Kofun of Shiga prefecture
Q10149813,1,Category:Municipal History of Shiga Prefecture
Q10149893,1,Category:Ethnicity
Q10150007,1,Category:Three great categories in Japan
Q10150037,1,Category:Culture in Shiga Prefecture
Q10150172,1,Category:Former Prefectural Shrines in Shiga Prefecture
Q10150189,1,Category:Former Gō-sha in Shiga Prefecture
Q10150429,1,Category:Registered Tangible Cultural Property of Japan in Shiga prefecture
Q10150451,1,Category:Festivals in Shiga Prefecture
Q101505960,1,Category:History and events sidebar templates
Q10150999,1,Category:Important Cultural Property of Japan in Shiga prefecture
Q10151486,1,Category:Traditional Japanese architecture
Q10151619,1,Category:Shigeno Clan
Q10151633,1,"Category:Namerikawa, Toyama"
Q10151868,1,Category:Monks
Q10152088,1,Category:Pages with reference errors
Q10152434,1,Category:Performing entertainment
Q10153562,1,Category:Japanese Calendar
Q10155093,1,Category:Japanese enumerations
Q10155121,1,Category:Japanese Enumerations of 5
Q10155322,1,Category:Toranomon
Q10155876,1,Category:Japan geography templates
Q10156152,1,Category:Colossal Buddha statues in Japan
Q10156340,1,"Category:Itako, Ibaraki"
Q10156498,1,Category:Grand Empress Dowagers of Japan
Q10156851,1,"Category:Setouchi, Okayama"
Q10156917,1,Category:Transportation in the Setouchi Inland Sea
Q10156937,1,Category:Princesses of Imperial Japan
Q10156954,1,Category:Transportation history of the Setouchi Sea
Q10157086,1,Category:Setonaikai National Park
Q10157252,1,Category:Bus stops in Japan
Q10157255,1,Category:Toyotomi Hideyoshi
Q10157322,1,Category:History of Seto
Q10157619,1,Category:Nada-Gogō
Q10157678,1,"Category:Nada-ku, Kobe"
Q10158318,1,Category:History of Disasters and Disaster Prevention
Q10159526,1,Category:Unranked shrines
Q10161081,1,Category:Buildings and structures in Kumamoto
Q10161119,1,Category:History of Kumamoto
Q10161164,1,Category:Shinto shrines in Kumamoto
Q10161578,1,Category:Classification systems
Q10161933,1,Category:Admirals of the Imperial Japanese Navy
Q10162056,1,Category:Military awards and decorations of Prussia
Q10162123,1,Category:Kanbun
Q10162928,1,Category:Kofun of Kumamoto prefecture
Q10163495,1,Category:Culture in Tottori Prefecture
Q10163536,1,Category:Important Cultural Property of Japan in Tottori prefecture
Q10163548,1,Category:Municipal History of Kumamoto Prefecture
Q10163682,1,Category:Empress Dowagers of Japan
Q10163755,1,Category:Family trees of the Japanese imperial dynasty
Q10163757,1,Category:Son-sha in Kumamoto Prefecture
Q10163776,1,Category:Former Unranked Shrines in Kumamoto Prefecture
Q10163797,1,Category:Former Prefectural Shrines in Kumamoto Prefecture
Q10163825,1,Category:Former Gō-sha in Kumamoto Prefecture
Q10164069,1,Category:Hot springs of Kumamoto Prefecture
Q10165734,1,Category:Directors-General of the Science and Technology Agency of Japan
Q10165822,1,"Category:History of Kumagaya, Saitama"
Q10165828,1,Category:Japanese secret societies
Q10166008,1,Category:Kumano faith
Q10166080,1,Category:Kumano Kodō
Q10166283,1,Category:Kumano shrines
Q10166372,1,Category:Jukujikun
Q10166856,1,Category:Atsuta Shrine
Q10167489,1,Category:Directors-General of the Administrative Management Agency
Q10169121,1,Category:Japanese posthumous empresses
Q10169183,1,Category:Mononobe clan
Q10169466,1,Category:Architecture in Special Cities
Q10169471,1,Category:Symbols of Japan by prefecture
Q10169572,1,Category:Municipal History of Special Cities
Q10169649,1,Category:Special Cities
Q10170492,1,Category:Directors-General of the Defense Agency
Q10170592,1,Category:Generals of the Imperial Japanese Army
Q10170789,1,Category:Specified Public Interest Promotion Corporations
Q10171338,1,Category:Intangible Cultural Heritage of Humanity of Japan
Q10174273,1,Category:Rakugo
Q10174696,1,Category:Hitorigami
Q10174928,1,Category:Independent Administrative Corporations under the Ministry of Health Labour and Welfare
Q10174976,1,Category:MLIT Affiliated Independent Agencies
Q10175207,1,Category:People by Independent Administrative Institutions
Q10175224,1,Category:Topics in culture
Q10177978,1,"Category:Tamana, Kumamoto"
Q10178086,1,"Category:Tamaki, Mie"
Q10179106,1,"Category:Ōtaki, Nagano"
Q10179542,1,Category:Contemporary Architecture
Q10180774,1,Category:Nonexistent Architecture of Kyoto Prefecture
Q10180842,1,Category:Nonexistent Architecture of Ōsaka Prefecture
Q10181034,1,Category:Defunct Japanese overseas organizations
Q10181148,1,Category:Nonexistent Japanese Architecture by Prefecture
Q10181341,1,Category:Traditional knowledge
Q10181486,1,Category:Former buildings and structures in Tokyo
Q10181571,1,Category:Nonexistent Laws
Q10181821,1,Category:Japanese castle ruins with existing structures
Q10182405,1,Category:Religion in the Ryukyu Islands
Q10182512,1,Category:Deities of Ryukyu
Q10182524,1,Category:Ryukyu clans
Q10183345,1,"Category:Kotohira, Kagawa"
Q10183438,1,"Category:Kotoura, Tottori"
Q10183495,1,Category:Lake Biwa
Q10183628,1,Category:Biwako Quasi-National Park
Q101836977,1,Category:Tempel in Theben-West
Q10184359,1,Category:Ministry of the Environment (Japan)
Q10184405,1,Category:History of the Ministry of the Environment
Q10185473,1,Category:Livelihoods
Q10185752,1,Category:Lifelong learning
Q10185863,1,Category:Lifelong learning centers
Q10186511,1,Category:Ikuta-Eishin Eight Shrines
Q10186712,1,"Category:Ikoma, Nara"
Q10187256,1,Category:Childbirth and rearing
Q10187698,1,Category:Tahara Domain
Q10187915,1,Category:Den-en-chōfu
Q10189703,1,"Category:History of Koshu, Yamanashi"
Q10189938,1,"Category:Geography of Kofu, Yamanashi"
Q10190030,1,"Category:Buildings and structures in Kōfu, Yamanashi"
Q10190042,1,"Category:History of Kofu, Yamanashi"
Q10190319,1,Category:People of Kai Province
Q10190364,1,Category:Shikinaisha in Kai Province
Q10190544,1,Category:Minamoto Clan of Kai
Q10190716,1,"Category:History of Koka, Shiga"
Q10191990,1,Category:Magaibutsu
Q10192074,1,"Category:Geography of Machida, Tokyo"
Q10192872,1,Category:Hatakeyama clan
Q10193291,1,Category:People of Kinai
Q10193965,1,"Category:Tome, Miyagi"
Q10193984,1,Category:Municipal History of Tome
Q10194381,1,Category:Registered Tangible Cultural Properties
Q10194389,1,Category:Registered Tangible Cultural Property of Japan by prefecture
Q10194792,1,Category:Municipal History of Hakusan
Q10194936,1,Category:Hakusan-jinja
Q10195220,1,"Category:Shirakawa, Gifu (village)"
Q10195607,1,Category:Battle of Baekgang
Q10195697,1,"Category:History of Shirakawa, Fukushima"
Q10196543,1,Category:Shirahige-jinja (worship)
Q10196632,1,"Category:Shirataka, Yamagata"
Q10196747,1,Category:100 views of Japan
Q10196903,1,Category:Kudara no Konikishi clan
Q10197220,1,"Category:Minano, Saitama"
Q10197261,1,Category:Imperial Throne
Q10197280,1,Category:Imperial transitions of Japan
Q10197389,1,Category:Japanese Imperial Rituals
Q10197403,1,Category:Imperial Household Ordinances
Q10197553,1,Category:Organizations serving the Japanese imperial family
Q10197669,1,Category:2600th Anniversary Celebrations of the Japanese Empire
Q10197943,1,"Category:Mashiko, Tochigi"
Q10197992,1,"Category:Masuda, Shimane"
Q10198315,1,Category:Buildings in Morioka
Q101989495,1,Category:People of Japanese Political Parties
Q10199032,1,"Category:Nōgata, Fukuoka"
Q10199544,1,Category:Sumo people
Q10199681,1,Category:Mausoleums by country
Q10199793,1,Category:Sumo stables
Q10199975,1,Category:Buildings and structures in Sagamihara
Q10200007,1,Category:History of Sagamihara
Q10200146,1,Category:People of Sagami Province
Q10200159,1,Category:Shikinaisha in Sagami Province
Q10200867,1,Category:Sōma clan
Q10200926,1,"Category:Bizan, Tokushima"
Q10201151,1,Category:Prefectural People’s 100 Selected Buildings
Q10201275,1,Category:Manatsu ryu
Q10202103,1,Category:Shingon Buddhism Zentsuji-ha
Q10202114,1,Category:Shingon Daikakuji branch
Q10202153,1,Category:Shingon Murotoji branch
Q10202215,1,Category:Shingon Omuro branch
Q10202229,1,Category:Shingon School of Chiyama
Q10202293,1,Category:Temples of the Shingon Sennyu-ji branch
Q10202317,1,Category:Shingon Daigo branch
Q10202401,1,Category:Schools of the Shingon Sect
Q10203070,1,"Category:Yaita, Tochigi"
Q10203083,1,Category:History of Yaita City
Q10203137,1,Category:Plant products
Q10203436,1,"Category:Shiriuchi, Hokkaido"
Q10203669,1,Category:Huayan
Q10203961,1,Category:Politics by issue
Q10204537,1,"Category:Ishii, Tokushima"
Q10204551,1,Category:Political catchphrases
Q10204969,1,"Category:Buildings in Ishigaki, Okinawa"
Q10204982,1,Category:Municipal History of Ishigaki
Q10205683,1,Category:Minamoto Clan of Ishikawa
Q10205717,1,"Category:Ishikawa, Fukushima"
Q10206490,1,Category:Kofun of Ishikawa prefecture
Q10206654,1,Category:Geography of Ishikawa Prefecture
