shrine,shrineLabel,website
http://www.wikidata.org/entity/Q135193504,Ihimichi Shrine,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=630
http://www.wikidata.org/entity/Q135418989,Isedera Shrine,http://kyoka.mie-jinjacho.or.jp/shrine/%E4%BC%8A%E5%8B%A2%E5%AF%BA%E7%A5%9E%E7%A4%BE/
http://www.wikidata.org/entity/Q135187144,Ishizukuri Shrine,https://aichi-jinjacho.or.jp/search_detail.html?id=13d474f2-9e13-451b-8eba-c2e40acad08c
http://www.wikidata.org/entity/Q135039263,Iso Shrine,http://kyoka.mie-jinjacho.or.jp/shrine/%E7%A3%AF%E7%A5%9E%E7%A4%BE/
http://www.wikidata.org/entity/Q135195212,Isobe Shrine (Miwakare Park),https://www.hyogo-jinjacho.com/data/6308071.html
http://www.wikidata.org/entity/Q135070097,Izumo Jisai Shrine,http://www.jinja-net.jp/jinjacho-shimane/jsearch3shimane.php?jinjya=29807
http://www.wikidata.org/entity/Q135186752,Kafu Shrine,http://www.jinja-net.jp/jinjacho-mie/jsearch3mie.php?jinjya=63604
http://www.wikidata.org/entity/Q134988735,Kagawa Prefectural Shrine Association,http://www.kagawakenjinjacho.or.jp/
http://www.wikidata.org/entity/Q135250101,Kagoshima Prefectural Shrine Association,http://www.kagojinjacho.or.jp/
http://www.wikidata.org/entity/Q11398661,Kamo Shrine,http://www.gifu-jinjacho.jp/syosai.php?shrno=64&shrname=%E2%98%85%E5%8A%A0%E6%AF%9B%E7%A5%9E%E7%A4%BE%E2%98%85
http://www.wikidata.org/entity/Q106301088,Kamo Shrine,https://www.saitama-jinjacho.or.jp/shrine/9124/
http://www.wikidata.org/entity/Q135194925,Kan-no-Me Shrine,https://www.ishikawa-jinjacho.or.jp/shrine/j1730/
http://www.wikidata.org/entity/Q135187273,Kanira Shrine,https://aichi-jinjacho.or.jp/search_detail.html?id=d4600596-b17c-4610-ae2c-fd4b0d9b6c07
http://www.wikidata.org/entity/Q132907048,Kasuga Shrine,https://www.gifu-jinjacho.jp/syosai.php?shrno=798&shrname=%E2%98%85%E6%98%A5%E6%97%A5%E7%A5%9E%E7%A4%BE%E2%98%85
http://www.wikidata.org/entity/Q135214296,Kasuga Shrine & Chiyo Shrine,http://www.jinja-net.jp/jinjacho-nara/jsearch3nara.php?jinjya=33741
http://www.wikidata.org/entity/Q11569577,Katayama-hachimansha,https://www.aichi-jinjacho.or.jp/search_detail.html?id=f980e010-b7a3-4b23-8d55-efb7506d0aa9
http://www.wikidata.org/entity/Q11647033,Kinpou Shrine,http://akita-jinjacho.sakura.ne.jp/tatsujin_etc/01_jinja/nikaho/10_kinbou.html
http://www.wikidata.org/entity/Q135236063,Kokufu Shrine,https://jinja-net.jp/jinjacho-nara/jsearch3nara.php?jinjya=2900054
http://www.wikidata.org/entity/Q135039023,Kosetsuhiko-no-Mikoto Shrine,https://jinja-net.jp/jinjacho-nara/jsearch3nara.php?jinjya=34148
http://www.wikidata.org/entity/Q135187187,Kumano-sha,https://www.aichi-jinjacho.or.jp/search_detail.html?id=5bee81f5-e867-4b2b-bd7a-2aa1448dacc5
http://www.wikidata.org/entity/Q135187225,Kunihara Shrine,https://www.aichi-jinjacho.or.jp/search_detail.html?id=90cc869d-739e-4208-b108-91f4c98ba3de
http://www.wikidata.org/entity/Q135039227,Kusasa Shrine,https://www.osaka-jinjacho.jp/funai_jinja/dai1shibu/nose-cho/01020kusasajinja.html
http://www.wikidata.org/entity/Q135193377,Kōtai Shrine,http://www.saitama-jinjacho.or.jp/shrine/10223/
http://www.wikidata.org/entity/Q135194904,Mikadonushihiko Shrine,https://www.ishikawa-jinjacho.or.jp/shrine/j1706/
http://www.wikidata.org/entity/Q135069401,Minato Shrine,http://www.shizuoka-jinjacho.or.jp/shokai/jinja.php?id=4413061
http://www.wikidata.org/entity/Q135194414,Mitake Shrine,https://miyagi-jinjacho.or.jp/jinja-search/detail.php?code=310020547
http://www.wikidata.org/entity/Q135194914,Morooka Hiko Shrine,https://www.ishikawa-jinjacho.or.jp/shrine/j1590/
http://www.wikidata.org/entity/Q135040495,Obata Shrine,http://www.kyoto-jinjacho.or.jp/shrine/14.html
http://www.wikidata.org/entity/Q135039223,Ohokuninushino Shrine,https://www.hyogo-jinjacho.com/data/6301007.html
http://www.wikidata.org/entity/Q135270424,Ohokuninushino Shrine,https://www.hyogo-jinjacho.com/data/6301007.html
http://www.wikidata.org/entity/Q135039380,Okabuto Shrine,https://jinja-net.jp/jinjacho-mie/jsearch3mie.php?jinjya=63786
http://www.wikidata.org/entity/Q135038984,Okada-no-ohatame Shrine,https://jinja-net.jp/jinjacho-nara/jsearch3nara.php?jinjya=33932
http://www.wikidata.org/entity/Q135039991,Onsen Shrine,https://miyagi-jinjacho.or.jp/jinja-search/detail.php?code=310020456
http://www.wikidata.org/entity/Q135190252,Rokusho Shrine,http://shizuoka-jinjacho.or.jp/shokai/jinja.php?id=4413004
http://www.wikidata.org/entity/Q135069372,Ryoshagu Shrine,https://aichi-jinjacho.or.jp/search_detail.html?id=77ec47ff-0675-407d-87c5-2edf9dfe8297
http://www.wikidata.org/entity/Q11427145,Saitama Gokoku Shrine,http://www.saitama-jinjacho.or.jp/shrine/9107/
http://www.wikidata.org/entity/Q134886272,Saitama Prefectural Shrine Association,http://www.saitama-jinjacho.or.jp/
http://www.wikidata.org/entity/Q135039683,Shinmei Shrine,http://www.shizuoka-jinjacho.or.jp/shokai/jinja.php?id=4402140
http://www.wikidata.org/entity/Q135187145,Shinmei-sha (Ishitsukurino Shrine),https://www.aichi-jinjacho.or.jp/search_detail.html?id=2246a5c6-6a26-47ed-91c7-23ef61d8f2ea
http://www.wikidata.org/entity/Q135187121,Shioe Shrine,https://www.aichi-jinjacho.or.jp/search_detail.html?id=90b43498-7d0f-4f53-b831-974f11f6c042
http://www.wikidata.org/entity/Q124668655,Shirahige Shrine,https://www.gifu-jinjacho.jp/syosai.php?shrno=142
http://www.wikidata.org/entity/Q135069137,Shitai Shrine (Asago),http://www.jinja-net.jp/jinjacho-nara/jsearch3nara.php?jinjya=33881
http://www.wikidata.org/entity/Q134956727,Shizuoka Prefectural Shrine Association,http://www.shizuoka-jinjacho.or.jp/
http://www.wikidata.org/entity/Q135039580,Tadaki Shinmeigu,http://www.shizuoka-jinjacho.or.jp/shokai/jinja.php?id=4415065
http://www.wikidata.org/entity/Q135069196,Takabuku Taisha,http://kyoka.mie-jinjacho.or.jp/shrine/%E9%AB%98%E5%90%91%E7%A5%9E%E7%A4%BE/
http://www.wikidata.org/entity/Q135185060,Takasumi Shrine,http://www.jinja-net.jp/jinjacho-nara/jsearch3nara.php?jinjya=5874
http://www.wikidata.org/entity/Q135069101,Takatsunono Shrine,http://www.jinja-net.jp/jinjacho-nara/jsearch3nara.php?jinjya=5777
http://www.wikidata.org/entity/Q135193143,Tanaka Shrine,http://www.saitama-jinjacho.or.jp/shrine/9588/
http://www.wikidata.org/entity/Q135039346,Tawino Shrine,https://jinja-net.jp/jinjacho-mie/jsearch3mie.php?jinjya=63579
http://www.wikidata.org/entity/Q11443286,Tenjin Shrine,https://www.gifu-jinjacho.jp/syosai.php?shrno=193
http://www.wikidata.org/entity/Q135187224,Tenjin-sha,https://aichi-jinjacho.or.jp/search_detail.html?id=de0a002d-afb7-445a-9056-0b307ed4d4a9
http://www.wikidata.org/entity/Q136947611,Terushima Shrine,https://www.kagojinjacho.or.jp/shrine-search/area-kagoshima/%E3%81%84%E3%81%A1%E3%81%8D%E4%B8%B2%E6%9C%A8%E9%87%8E%E5%B8%82/941/
http://www.wikidata.org/entity/Q135249390,Tochigi Prefectural Shrine Association,http://www.tochigi-jinjacho.or.jp/
http://www.wikidata.org/entity/Q115466869,Tokumochi Shrine,http://tokumochi-jinja.tokyo-jinjacho.or.jp/
http://www.wikidata.org/entity/Q135194420,Waga Shrine,https://miyagi-jinjacho.or.jp/jinja-search/detail.php?code=310020562
http://www.wikidata.org/entity/Q134958324,Wakamiya Shōhachiman-sha,http://www.shizuoka-jinjacho.or.jp/shokai/jinja.php?id=4409164
http://www.wikidata.org/entity/Q107283078,Wakamiya Hachiman‑gū,https://www.okayama-jinjacho.or.jp/search/18043/
http://www.wikidata.org/entity/Q135069139,Yamabe Miyagata Shrine,http://www.jinja-net.jp/jinjacho-nara/jsearch3nara.php?jinjya=33632
http://www.wikidata.org/entity/Q135069140,Yamabe Miyagata Shrine,http://www.jinja-net.jp/jinjacho-nara/jsearch3nara.php?jinjya=33606
http://www.wikidata.org/entity/Q11471014,Yana Shrine,https://www.aichi-jinjacho.or.jp/search_detail.html?id=c3f9cf79-b0b0-4b51-ba37-2dcd86867ca7
http://www.wikidata.org/entity/Q135193506,Īmichi Shrine,https://www.shiga-jinjacho.jp/ycBBS/Board.cgi/02_jinja_db/db/ycDB_02jinja-pc-detail.html?mode:view=1&view:oid=526
http://www.wikidata.org/entity/Q134405808,Ōhachiga Shrine,https://www.gifu-jinjacho.jp/syosai.php?shrno=1699&shrname=%E2%96%A0%E5%A4%A7%E5%85%AB%E8%B3%80%E7%A5%9E%E7%A4%BE%E2%96%A0
http://www.wikidata.org/entity/Q136295640,川嶋の宮八幡神社本宮,https://www.okayama-jinjacho.or.jp/search/16627/
